celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_judge_count,week1_percent_score,week1_judge_rank,week2_total_score,week2_judge_count,week2_percent_score,week2_judge_rank,week3_total_score,week3_judge_count,week3_percent_score,week3_judge_rank,week4_total_score,week4_judge_count,week4_percent_score,week4_judge_rank,week5_total_score,week5_judge_count,week5_percent_score,week5_judge_rank,week6_total_score,week6_judge_count,week6_percent_score,week6_judge_rank,week7_total_score,week7_judge_count,week7_percent_score,week7_judge_rank,week8_total_score,week8_judge_count,week8_percent_score,week8_judge_rank,week9_total_score,week9_judge_count,week9_percent_score,week9_judge_rank,week10_total_score,week10_judge_count,week10_percent_score,week10_judge_rank,week11_total_score,week11_judge_count,week11_percent_score,week11_judge_rank,score_std_dev,avg_judge_rank,partner_avg_placement,industry_prevalence,total_fan_saves_bottom1,total_fan_saves_bottom2,total_fan_saves_bottom3,avg_judge_score
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,13.0,3,0.4333333333333333,12.0,15.0,3,0.5,13.0,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,1.4142135623730951,12.5,0.7811965811965812,61,0,1,1,4.666666666666667
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,21.0,3,0.7,7.0,22.0,3,0.7333333333333333,8.0,29.0,4,0.725,8.0,23.0,3,0.7666666666666667,7.0,36.0,4,0.9,4.0,40.0,4,1.0,1.0,28.0,3,0.9333333333333332,2.0,23.9998,3,0.7999933333333333,7.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,6.916610958255289,5.5,0.5608974358974359,61,0,0,1,8.259251851851852
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,23.0,3,0.7666666666666667,3.0,24.5,3,0.8166666666666667,1.0,33.0,4,0.825,3.0,27.0,3,0.9,2.0,29.0,4,0.725,7.0,40.0,4,1.0,1.0,27.0,3,0.9,6.0,28.0,3,0.9333333333333332,3.0,24.5,3,0.8166666666666667,6.0,0.0,3,0.0,,0.0,3,0.0,,5.240732561176707,3.555555555555556,0.41054077501445924,61,0,0,2,8.533333333333333
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,24.0,3,0.8,1.0,22.5,3,0.75,4.0,36.0,4,0.9,1.0,27.0,3,0.9,2.0,35.0,4,0.875,5.0,39.0,4,0.975,4.0,27.0,3,0.9,6.0,33.0,3,1.1,1.0,27.5,3,0.9166666666666666,3.0,27.0,3,0.9,4.0,30.0,3,1.0,1.0,5.25486787309028,2.909090909090909,0.5074175824175825,61,1,1,2,9.11111111111111
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,21.0,3,0.7,7.0,22.5,3,0.75,4.0,30.0,4,0.75,7.0,27.0,3,0.9,2.0,30.0,4,0.75,6.0,32.0,4,0.8,6.0,28.0,3,0.9333333333333332,2.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,4.081024614574373,4.857142857142857,0.6137763278388279,8,0,0,0,7.9375
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,24.0,3,0.8,1.0,24.0,3,0.8,2.0,32.0,4,0.8,5.0,28.0,3,0.9333333333333332,1.0,37.0,4,0.925,3.0,40.0,4,1.0,1.0,29.0,3,0.9666666666666668,1.0,28.0,3,0.9333333333333332,3.0,30.0,3,1.0,1.0,31.5,3,1.05,1.0,30.0,3,1.0,1.0,4.849086136957804,1.818181818181818,0.23347730700671876,67,0,0,0,9.26388888888889
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,12.0,3,0.4,13.0,18.5,3,0.6166666666666667,9.0,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,4.596194077712559,11.0,0.6298229548229548,67,1,1,1,5.083333333333333
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,3,0.5,9.0,18.5,3,0.6166666666666667,9.0,20.0,4,0.5,10.0,18.0,3,0.6,9.0,26.0,4,0.65,9.0,24.0,4,0.6,9.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,4.071240597164456,9.166666666666666,0.6030753337571519,67,2,3,3,5.785714285714286
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.0,3,0.5333333333333333,10.0,15.0,3,0.5,11.0,18.0,3,0.6,11.0,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,1.5275252316519463,10.666666666666666,0.5862026862026862,128,0,1,2,5.444444444444445
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,0.6666666666666666,8.0,19.0,3,0.6333333333333333,9.0,22.0,3,0.7333333333333333,5.0,32.0,4,0.8,6.0,28.0,4,0.7,7.0,24.0,3,0.8,6.0,26.0,3,0.8666666666666667,5.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,4.613644360558612,6.571428571428571,0.46159951159951157,128,0,0,1,7.434782608695652
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,20.0,3,0.6666666666666666,8.0,21.0,3,0.7,3.0,23.0,3,0.7666666666666667,3.0,27.0,4,0.675,9.0,35.0,4,0.875,2.0,25.0,3,0.8333333333333334,4.0,25.5,3,0.85,8.0,30.0,3,1.0,1.0,0.0,3,0.0,,0.0,3,0.0,,,0,,,4.91308384389508,4.75,0.7811965811965812,128,1,2,2,7.9423076923076925
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.0,3,0.5,11.0,20.0,3,0.6666666666666666,5.0,20.0,3,0.6666666666666666,8.0,24.0,4,0.6,10.0,28.0,4,0.7,7.0,21.0,3,0.7,9.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,4.366539438350084,8.333333333333334,0.542289886039886,95,1,2,3,6.4
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,4.0,20.0,3,0.6666666666666666,5.0,20.0,3,0.6666666666666666,8.0,32.0,4,0.8,6.0,29.0,4,0.725,6.0,24.0,3,0.8,6.0,26.0,3,0.8666666666666667,5.0,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,4.685336802448779,5.714285714285714,0.4376602564102564,95,0,0,0,7.478260869565218
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,0.0,0.0,0.0,,,,,,21.0,3,0.7,4.0,19.0,3,0.6333333333333333,9.0,20.0,3,0.6666666666666666,8.0,35.0,4,0.875,3.0,26.0,4,0.65,9.0,27.0,3,0.9,3.0,26.0,3,0.8666666666666667,5.0,27.0,3,0.9,5.0,27.5,3,0.9166666666666666,5.0,0.0,3,0.0,,,0,,,4.897561751638372,5.666666666666667,0.5074175824175825,95,1,2,2,7.879310344827586
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,21.0,3,0.7,4.0,24.0,3,0.8,1.0,23.0,3,0.7666666666666667,3.0,36.0,4,0.9,1.0,31.0,4,0.775,4.0,28.0,3,0.9333333333333332,2.0,27.5,3,0.9166666666666666,2.0,28.0,3,0.9333333333333332,4.0,29.5,3,0.9833333333333332,2.0,29.666600000000003,3,0.9888866666666668,1.0,,0,,,4.317060213772022,2.4,0.4148054326625755,95,0,0,1,8.67708125
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,13.0,3,0.4333333333333333,12.0,13.0,3,0.4333333333333333,12.0,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,0.0,12.0,0.6446810764992583,1,1,1,1,4.333333333333333
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,23.0,3,0.7666666666666667,1.0,20.0,3,0.6666666666666666,5.0,25.0,3,0.8333333333333334,1.0,34.0,4,0.85,5.0,37.0,4,0.925,1.0,25.0,3,0.8333333333333334,4.0,28.0,3,0.9333333333333332,1.0,29.0,3,0.9666666666666668,3.0,28.5,3,0.95,3.0,28.9998,3,0.96666,2.0,,0,,,5.011370848558085,2.6,0.568119658119658,17,0,0,1,8.70311875
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,23.0,3,0.7666666666666667,1.0,21.0,3,0.7,3.0,21.0,3,0.7,6.0,36.0,4,0.9,1.0,32.0,4,0.8,3.0,24.0,3,0.8,6.0,27.5,3,0.9166666666666666,2.0,30.0,3,1.0,1.0,28.0,3,0.9333333333333332,4.0,28.3332,3,0.94444,3.0,,0,,,4.887148680365679,3.0,0.41054077501445924,3,0,1,1,8.4635375
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,23.0,3,0.7666666666666667,1.0,24.0,3,0.8,1.0,24.0,3,0.8,2.0,35.0,4,0.875,3.0,30.0,4,0.75,5.0,29.0,3,0.9666666666666668,1.0,27.5,3,0.9166666666666666,2.0,25.0,3,0.8333333333333334,6.0,30.0,3,1.0,1.0,0.0,3,0.0,,,0,,,3.905124837953327,2.4444444444444446,0.4343589743589743,61,1,1,1,8.53448275862069
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7.0,7.0,7.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.0,3,0.7,4.0,20.0,3,0.6666666666666666,5.0,21.0,3,0.7,6.0,28.0,4,0.7,8.0,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,,0,,,3.696845502136472,5.75,0.6298229548229548,67,0,0,0,6.923076923076923
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,4,0.55,11.0,24.0,4,0.6,10.0,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,1.4142135623730951,10.5,0.48416768416768413,128,0,0,1,5.75
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,7.0,8.0,8.0,8.5,8.0,8.0,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,4,0.55,11.0,26.0,4,0.65,8.0,28.0,4,0.7,5.0,24.0,3,0.8,4.0,24.0,3,0.8,6.0,31.0,4,0.775,6.0,33.0,4,0.825,6.0,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,4.017817460121496,6.571428571428571,0.5862026862026862,128,1,1,2,7.230769230769231
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,8.0,7.5,8.0,8.5,8.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,4,0.675,3.0,27.0,4,0.675,7.0,28.0,4,0.7,5.0,21.0,3,0.7,10.0,27.0,3,0.9,2.0,34.0,4,0.85,5.0,32.0,4,0.8,8.0,23.0,3,0.7666666666666667,7.0,36.0,4,0.9,5.0,0.0,3,0.0,,0.0,4,0.0,,4.898979485566356,5.777777777777778,0.23347730700671876,128,2,3,3,7.7272727272727275
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,7.0,8.5,8.0,8.0,8.5,8.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,4,0.6,9.0,24.0,4,0.6,10.0,25.0,4,0.625,8.0,22.0,3,0.7333333333333333,9.0,24.0,3,0.8,6.0,30.0,4,0.75,7.0,33.0,4,0.825,6.0,26.0,3,0.8666666666666667,5.0,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,3.664501525251617,7.5,0.45102797202797207,95,1,1,4,7.172413793103448
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,10.0,10.0,,9.0,9.0,10.0,9.0,9.0,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,26.0,4,0.65,5.0,28.0,4,0.7,6.0,32.0,4,0.8,1.0,23.0,3,0.7666666666666667,6.0,24.0,3,0.8,6.0,37.0,4,0.925,3.0,37.0,4,0.925,1.0,30.0,3,1.0,3.0,37.0,4,0.925,4.0,28.0,3,0.9333333333333332,5.0,38.3331,4,0.9583275,3.0,5.654501952266161,3.909090909090909,0.4343589743589743,95,2,3,3,8.5083275
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,8.0,9.0,8.0,,9.0,9.0,9.0,10.0,8.0,8.5,9.0,9.0,11.0,11.0,11.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,9.6666,10.0,9.6666,10.0,31.0,4,0.775,1.0,32.0,4,0.8,1.0,31.0,4,0.775,2.0,30.0,3,1.0,1.0,25.0,3,0.8333333333333334,5.0,37.0,4,0.925,3.0,34.5,4,0.8625,3.0,33.0,3,1.1,2.0,40.0,4,1.0,1.0,30.0,3,1.0,1.0,39.333200000000005,4,0.98333,1.0,4.453727573005051,1.9090909090909087,0.41054077501445924,95,0,1,1,9.07083
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,4,0.6,9.0,24.0,4,0.6,10.0,25.0,4,0.625,8.0,24.0,3,0.8,4.0,24.0,3,0.8,6.0,28.0,4,0.7,9.0,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,1.6020819787597222,7.666666666666667,0.48089263677498967,17,1,1,1,6.7727272727272725
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,4,0.5,13.0,22.0,4,0.55,13.0,23.0,4,0.575,11.0,0.0,3,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,1.5275252316519463,12.333333333333334,0.6137763278388279,3,2,2,2,5.416666666666667
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,,10.0,9.0,10.0,,10.0,9.0,9.0,10.0,9.5,9.0,9.0,9.5,11.6666,11.6666,11.6666,,9.0,9.0,9.0,9.0,9.5,10.0,10.0,,9.6666,9.6666,9.6666,10.0,31.0,4,0.775,1.0,29.0,4,0.725,4.0,29.0,4,0.725,4.0,28.0,3,0.9333333333333332,2.0,29.0,3,0.9666666666666668,1.0,38.0,4,0.95,2.0,37.0,4,0.925,1.0,34.9998,3,1.16666,1.0,36.0,4,0.9,5.0,29.5,3,0.9833333333333332,3.0,38.9998,4,0.974995,2.0,4.227037218065284,2.363636363636364,0.5074175824175825,4,1,1,2,9.01249
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,4,0.65,5.0,30.0,4,0.75,3.0,25.0,4,0.625,8.0,18.0,3,0.6,11.0,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,4.99165971062398,6.75,0.5608974358974359,61,0,0,0,6.6
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,4,0.625,7.0,26.0,4,0.65,8.0,23.0,4,0.575,11.0,23.0,3,0.7666666666666667,6.0,0.0,3,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,4,0.0,,1.5,8.0,0.4376602564102564,61,1,1,1,6.466666666666667
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,27.0,4,0.675,3.0,29.0,4,0.725,4.0,26.0,4,0.65,7.0,23.0,3,0.7666666666666667,6.0,26.0,3,0.8666666666666667,4.0,40.0,4,1.0,1.0,34.5,4,0.8625,3.0,30.0,3,1.0,3.0,40.0,4,1.0,1.0,29.0,3,0.9666666666666668,4.0,35.5,4,0.8875,4.0,5.774158734474581,3.636363636363636,0.6463510848126233,61,0,1,2,8.5
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,0.0,0.0,0.0,0.0,25.0,4,0.625,7.0,31.0,4,0.775,2.0,30.0,4,0.75,3.0,25.0,3,0.8333333333333334,3.0,27.0,3,0.9,2.0,30.0,4,0.75,7.0,34.5,4,0.8625,3.0,24.0,3,0.8,6.0,38.0,4,0.95,3.0,30.0,3,1.0,1.0,0.0,4,0.0,,4.437529342625992,3.7,0.46159951159951157,67,0,1,3,8.180555555555555
